Query_ID,Query_Text,Department,Priority_Label
7666,I noticed that the printer in the study room is making a very loud grinding noise and it's very distracting when I'm trying to study.,Library,Low
4479,URGENT URGENT URGENT!!!! I NEED TO KNOW THE CAFE MENU FOR NEXT THURSDAY I HAVE A VERY IMPORTANT LUNCH PLAN PLEASE REPLY ASAP!!!!!!,Administration,Low
8806,my financial aid package was reduced because of a typo in the record. i need to appeal this tonight before the window closes.,Finance Office,High
3133,The lock on my dorm room door is broken and i cannot get out. i have a mandatory final exam starting in 30 minutes.,Student Housing,High
4741,can u help me find the link for the online application for the university's scholarship program?,Finance Office,Medium
176,How can I check the status of my admissions application?,Admissions,Low
702,Need transcript for scholarship.,Administration,Medium
2425,I noticed that the light in the library stairwell is flickering and it's making me feel a bit dizzy and lightheaded.,Library,Low
3636,The university's system for processing degree audits is showing a missing credit for a course i took in 2021. graduation check is today.,Academic Office,High
8893,ID replacement request taking longer than usual,Administration,Medium
4907,Good afternoon. I am reporting that my final dissertation portal is not accepting my PDF file and the deadline is in two hours. I have tried three browsers already.,IT Support,High
8882,installment payment option not loading properly,Finance Office,Medium
1327,transcript request taking longer than expected,Administration,Medium
7089,My student ID card was stolen and I'm worried someone might use it to access my dining hall credits. Can I deactivate it?,Administration,High
3429,i'm having trouble with the university's website. it's very slow and some pages aren't loading at all for my computer.,IT Support,Medium
2332,The main library doors are jammed shut and students are trapped inside after closing hours.,Library,High
3921,"I'm having a small issue with the printer on the second floor. It's not out of ink, but the paper is coming out slightly wrinkled. No rush at all.",Library,Low
1997,library printer not urgent but broken,Library,Medium
3656,I missed the deadline to apply for graduation by one day. Is there any way I can still apply for the spring commencement?,Academic Office,High
5275,I am a prospective student and I'm confused about the application requirements for the psychology program.,Admissions,Low
240,i'm tryin to find out if the admissions office is hirin for the tour guide position for the fall semester. let me know when u can.,Admissions,Low
5708,my student id card is not working at any of the gates and i am currently stuck outside the campus at midnight. very calm but need in.,Administration,High
5676,Does the student housing office have any recommendations for the best scent of room diffuser?,Student Housing,Low
71,i want to know if there are any student jobs available in the student housing office for the next semester. i need the money.,Student Housing,Low
3083,tuition payment confirmation not received,Finance Office,Medium
4428,I am an international student and my visa documents have not arrived yet. My flight is in 48 hours and I need the I-20 form today.,Admissions,High
5711,OMG I THINK I FORGOT TO SUBMIT MY HOUSING DEPOSIT AND THE PORTAL IS CLOSED HELP ME PLS!!!,Student Housing,Medium
8525,"The Wi-Fi in the North Dorms has been extremely slow for the last three days, making it hard to stream lectures.",IT Support,Medium
7145,I need help with my application for a student grant for research in the computer and information sciences.,Academic Office,Low
4202,My application status has been 'Under Review' for two months. Can I get an update?,Admissions,Medium
3767,I would like to request a new wastebasket for my dorm room because mine is broken and leaking.,Student Housing,Low
8772,i want to know the deadline for dropping a class without it appearing as a 'w' on my record.,Academic Office,Medium
5335,requesting ID card verification,Administration,Low
5792,the library search engine isnt showing any results for 'biomedical engineering' journals even though they were there yesterday.,Library,Medium
7336,I am locked out of the nursing portal. My clinical placement selection ends in 30 minutes.,IT Support,High
1600,dorm minor appliance usage info,Student Housing,Low
681,I'm having trouble with the online payment system for tuition. It keeps giving me a 'transaction declined' error even though my bank says it's fine.,Finance Office,Medium
7930,There is a major water leak in the student housing basement that is threatening the electrical systems. Please send emergency maintenance immediately!,Student Housing,High
2491,The toilet in my dorm room is running constantly.,Student Housing,Medium
3579,"hey, is it possible to get a list of all the student housing directors since the school opened?",Student Housing,Low
3826,I'm having trouble with the library's website. It's not loading on my laptop.,Library,Low
8276,I need help with my application for a student diversity award.,Administration,Low
2250,help!! the fire alarm in the library is malfunctioning and the sprinklers just went off in the server room!!,Library,High
819,i want to know if there are any student jobs available in the student housing office for the next semester.,Student Housing,Low
3433,"Tuition portal error, urgent fix.",Finance Office,High
824,I am an international student and my scholarship was just revoked. I will be deported if I don't pay the full tuition by 5 PM tomorrow.,Finance Office,High
5520,course capacity info unclear in portal,Academic Office,Medium
4971,helppp!! the portal is down and i need to pay my enrollment fee in 10 mins or i lose my spot!!,IT Support,High
3427,I'm having trouble connecting my PS5 to the dorm wifi. it says the security settings r wrong.,IT Support,Low
640,I am calm but the university's graduation application has misplaced my honors thesis approval and the deadline is today.,Academic Office,High
4879,exam clash unresolved and first exam is tomorrow morning,Academic Office,High
6437,I need to update my emergency contact information but the student record page is read-only for me.,Administration,Medium
8141,I was just told I cannot graduate because my transfer credits were never officially evaluated. Graduation is in two weeks.,Academic Office,High
4343,I am an international student and my scholarship was not applied to my account. I will be deported if my tuition is not settled by tomorrow.,Finance Office,High
138,The lock on my dorm room door is broken and i cannot get out. i have a medical appointment in 20 minutes. i am calm.,Student Housing,High
8635,I would like to request a copy of the university's policy on information systems access.,IT Support,Low
118,I'm having trouble with the library's search engine. It's not showing any results for the book I'm looking for even though the catalog says it's in stock.,Library,Medium
2580,My student ID was stolen and I need to deactivate it immediately so no one can use my meal swipes.,Administration,High
4605,application acceptance missing before final cutoff,Admissions,High
6213,"Forgot password and account locked out, need urgent access.",IT Support,High
1163,"Deadline approaching for submitting acceptance letter, help!",Admissions,High
1572,I noticed that the vending machine in the basement of building C is out of drinks.,Student Housing,Low
4712,can i bring a cat to my dorm if it is very small and quiet?,Student Housing,Low
3066,I'm having trouble with the online portal for my psychology class. It won't let me upload my assignment because the file is too big.,IT Support,Medium
359,hey can u help me find the link for the online application for the study abroad program?,Admissions,Medium
4122,i forgot my password and the reset link isnt sending to my email. tried like 5 times already.,IT Support,Medium
4806,"The tuition payment portal is currently returning a 500 Internal Server Error, and my payment is due by 5:00 PM today to avoid enrollment cancellation.",Finance Office,High
1352,"My graduation audit is showing that I am missing a core requirement, but I already took that class and have the transcript to prove it. Graduation is in three days.",Academic Office,High
5139,I'm having trouble with the library's online portal for access to digital collections of maps and atlases.,Library,Low
806,i'm tryin to figure out how to get a student discount for the local cinema. do i need a card or just my student id?,Administration,Low
3408,I am unable to see my final GPA and I need to report it for a scholarship that closes in 2 hours.,Academic Office,High
8646,my student email is full and i cant receive new messages. i think i missed some important uni updates.,IT Support,Medium
5992,student housing maintenance ticket status unclear,Student Housing,Medium
4413,I would like to know the policy for students who want to take a leave of absence for personal reasons.,Academic Office,Medium
5380,finance office tuition discrepancy inquiry,Finance Office,Medium
8480,i'm tryin to find out how to get a student discount for the local cinema. do i need a card or just my student id?,Administration,Low
5721,i need to pay my application fee but the credit card field isnt letting me type anything.,Admissions,Medium
212,Can someone tell me how to find my student ID number?,Administration,Low
5950,how to connect to campus wifi?,IT Support,Low
4077,I'm having a hard time logging into my student email. It keeps saying my password was changed but I didn't change it.,IT Support,Medium
7389,I am an international student and my enrollment verification for my visa renewal is due today at 5 PM. I cannot download it.,Admissions,High
6295,I found a bat in my room. I am concerned about rabies as it flew near my face while I was sleeping.,Student Housing,High
6871,I need help with my application for a student grant for research in the interdisciplinary and social sciences.,Academic Office,Low
2615,OMG I LITERALLY CANNOT FIND MY LUNCHBOX I LEFT IT IN THE LIBRARY PLEASE HELP ME ASAP!!!! I'M STARVING AND IT WAS EXPENSIVE!!!!,Library,Low
792,"hello, i wud like to know if the libary has any books on ancient mesopotamia for a hobby project im doing over the weekend.",Library,Low
4241,i want to know if there are any student jobs available in the student housing office for the next semester. no hurry.,Student Housing,Low
7256,i need to change my meal plan from 'Platinum' to 'Gold' but the portal says the window is closed. i just changed it last night.,Student Housing,Medium
4105,I missed the deadline to drop my course because of a system glitch. Now it's showing a 'Fail' and I will lose my financial aid.,Academic Office,High
8749,dorm AC temperature adjustment request,Student Housing,Medium
6334,heater in dorm works but not warm enough,Student Housing,Medium
8071,"Login failed, MFA not received.",IT Support,High
6984,"Library system slow, can't check out books.",Library,Low
6785,how to update personal info?,Administration,Low
1171,My scholarship was not applied to my student account and I have a registration hold. Tuition is due tomorrow morning at 12 PM.,Finance Office,High
3096,pls provide general guidance on certificate requests,Administration,Low
3939,my tuition payment was processed twice and now my bank account is overdrawn. i need an immediate refund please.,Finance Office,High
652,I NEED TO KNOW IF I GOT IN OR NOT THE PORTAL IS BLANK AND I AM DYING TO KNOW!!!!!,Admissions,Low
2384,The scholarship disbursement portal is down and i need to verify my funding for my landlord by 5pm today.,Finance Office,High
526,Admissions portal rejects documents.,Admissions,High
1314,My work-study earnings were capped early by mistake. I need this fixed to pay my housing bill due on Wednesday.,Finance Office,High
8026,I'm having trouble with the library's online portal for access to historical newspapers.,Library,Low
8511,Can someone tell me if the financial aid office is open on Saturdays during the summer?,Finance Office,Low
1818,my financial aid refund check was stolen from my mailbox and i need to stop payment on it before it is cashed tonight. i am calm.,Finance Office,High
1739,HELP HELP HELP!!! IS THE LIBRARY GOING TO BE CLOSED FOR THE HOLIDAYS IN 2027??? I MUST PLAN MY ENTIRE LIFE AROUND THIS!,Library,Low
2069,How can I change my meal plan for the second semester? I'm not using all my swipes.,Student Housing,Low
3240,general info on administrative procedures,Administration,Low
475,I would like to inquire about the possibility of living in the student apartments for the next year instead of staying in the dorms.,Student Housing,Low
1487,i missed the payment for my health insurance waiver and now i have a 2k charge. i have my own insurance. is it too late to fix?,Finance Office,Medium
4904,The university's credit card portal for tuition is charging a 10% fee by mistake. i need this corrected before i pay my balance tonight.,Finance Office,High
3220,I need to talk to someone about my transcript. I think one of my transfer credits was miscalculated.,Admissions,Medium
3918,I missed my financial aid meeting because I was ill. How can I reschedule?,Finance Office,Medium
335,academic support office info request,Academic Office,Low
7222,I would like to request a copy of the university's policy on institutional biological safety.,Academic Office,Low
841,dorm heating schedule information needed,Student Housing,Medium
4872,I am a prospective student and I'm confused about the difference between the 'early action' and 'early decision' tracks.,Admissions,Low
1855,the sink in my dorm is overflowing and flooding the floor right now. please send maintenance immediately.,Student Housing,High
5540,library resource access request partially successful,Library,Medium
8950,my canvas login says my account is disabled. i have a timed quiz that starts in 20 minutes and i need access now.,IT Support,High
573,The scholarship application portal is not accepting PDF uploads and today is the absolute final deadline.,IT Support,High
4261,I'm having trouble with the library's online portal for access to electronic books.,Library,Low
7518,I am an international student and my health insurance is showing as 'Expired' despite me paying the premium last month. I have a prescription I need to pick up today.,Administration,High
7991,Library computer slow.,Library,Low
5010,i'm having trouble with the university's email on my android phone. it is not syncing messages from my math professor. i am calm.,IT Support,High
6076,I would like to request a change of my major to Computer Science. What are the internal transfer requirements?,Academic Office,Medium
1006,I noticed that the university's emergency exits in the main administration building are chained shut tonight. This is a massive risk.,Administration,High
4116,I'm having trouble with the online registration for my spring classes. it keeps saying i have a hold for a library fine I already paid.,IT Support,Medium
902,my financial aid package is incorrect. i'm missing a grant that i was promised.,Finance Office,Medium
1260,The shower drain in my dorm bathroom is slow.,Student Housing,Low
8821,idk how to check if a book is available in the library from my phone. is there an app i should use or just the website?,Library,Low
5054,MFA not working and cannot submit assignment due soon,IT Support,High
2911,dorm mailbox access hours,Student Housing,Low
1067,I am having trouble finding the correct citation style for my bibliography. Can a librarian help?,Library,Low
4462,"I would like to report that my work-study paycheck was never deposited, and I am unable to pay for my commute to campus starting tomorrow.",Finance Office,High
40,i'm looking for a quiet study space in the library. are there any areas that are designated for silence?,Library,Low
4205,The vpn is not working and i have a deadline for my programming assignment in three hours. i have tried restarting my machine.,IT Support,High
2315,library overdue fee question,Library,Low
2324,dorm shuttle info request,Student Housing,Low
5824,i need my official transcript stamped by the administration office. the deadline for my scholarship application is tomorrow afternoon.,Administration,High
2908,i want to know the policy for reserving a study room for a group project next week.,Library,Medium
7462,"The system is failing to recognize my minor in Chemistry, and it’s blocking my graduation clearance due this afternoon.",Academic Office,High
6974,"I would like to request a copy of the university's policy on equity, diversity, and inclusion.",Administration,Low
606,The exhaust fan in my dorm bathroom is loud.,Student Housing,Low
8251,PLEASE!! I need to update my social security number on my application because I made a typo and I'm worried it will cause issues.,Admissions,Medium
7961,"The student portal says I am not eligible for graduation because of a missing core class, but I transferred that credit in last year. I need this fixed today so I can walk in the ceremony tomorrow.",Academic Office,High
5017,The heater in my room is making a high-pitched screaming noise and I think it's going to explode. It's glowing red.,Student Housing,High
648,how do i change my mailing address for my diploma? i'm moving to a new apartment next month and i don't want it to get lost.,Administration,Medium
3875,academic office info about student mentorship,Academic Office,Low
2158,admission fee receipt missing,Admissions,Medium
567,the sink in my dorm room is leaking water and it's making a mess. can someone fix it?,Student Housing,Medium
6375,"Admissions deadline today, can't upload documents.",Admissions,High
3964,I AM SO FRUSTRATED!! The system is blocking me from adding a class because of a 'Time Conflict' that doesn't exist!!,Academic Office,Medium
3614,I'm looking for a tutor for my Calculus II class. Who can I contact?,Academic Office,Low
1410,OMG MY MEAL PLAN BALANCE IS WRONG BY FIVE DOLLARS I AM SO MAD PLS FIX THIS RIGHT NOW HELP!!!!!,Finance Office,Low
1432,The official university system for submitting medical immunization records is showing a database error and the deadline to avoid registration cancellation is at 5:00 PM today.,IT Support,High
2981,"door lock malfunction, unable to enter room tonight",Student Housing,High
1230,the main power grid to the library study center just failed and it's pitch black in here during finals week.,Library,High
4011,The main gas line in the dormitory kitchen is leaking and i can smell it very strongly. we need to evacuate the building now.,Student Housing,High
8433,I noticed that the light in the communal bathroom is out. It is very dark and I'm worried about someone falling and getting hurt badly.,Student Housing,Medium
8689,The fire sprinkler in my dorm room is currently discharging water and my computer is getting soaked. I am currently standing in the hall.,Student Housing,High
5544,There is a person in my dorm room who shouldn't be here and they refuse to leave. I feel very unsafe. Please send security immediately!,Student Housing,High
7022,Exam registration error.,Academic Office,Medium
8338,I would like to know the deadline to register for classes for the coming academic semester.,Academic Office,Low
2918,I noticed an error in my student record. it says i am a junior when i am actually a senior student in the psychology major.,Admissions,Medium
5602,I AM ABSOLUTELY DONE!! THE LIBRARIAN TOLD ME TO BE QUIET BUT THE PEOPLE NEXT TO ME ARE SCREAMING AND NO ONE IS DOING ANYTHING!!,Library,Medium
7733,hi i have a question about my degree progress report. it says i need to take 'Ethics' but i already took it last year.,Academic Office,Medium
426,The enrollment portal is returning a 505 error on the final day of registration. I have 2 hours left before the window closes forever.,IT Support,High
4821,My room has a major mold infestation that just caused me to have an asthma attack. I need an emergency room change today.,Student Housing,High
2628,How do I sign up for the campus fitness classes for the fall semester?,Administration,Low
7813,How do I update my graduation date? It says 2024 but I will finish in 2025.,Academic Office,Medium
7751,someone hacked into the university's grade database and is changing people's grades. i saw my gpa drop by 1.0 today.,IT Support,High
5510,I AM LITERALLY SOBBING!! I APPLIED FOR A SINGLE ROOM BECAUSE OF MY ANXIETY BUT I GOT PLACED IN A QUAD!! PLEASE HELP ME!!,Student Housing,Medium
1550,I would like to inquire about the requirements for graduating with honors in the Biology department.,Academic Office,Low
2718,I am an international student and my health insurance is showing as active but i was charged for a duplicate policy.,Finance Office,Medium
8337,Admissions: The scholarship link for international students is broken and the deadline is in 1 hour. pls help.,Admissions,High
3887,I would like to request a copy of the official university mission statement for a class project I'm working on.,Administration,Low
8490,URGENT: I need to know the exact dimensions of the desks in the library quiet zone immediately for my setup!!!,Library,Low
3457,the wifi in the student union is slightly slower than usual today. maybe check the router?,IT Support,Low
2935,I would like to know the deadline for applying for a student teaching position.,Academic Office,Low
8947,The water heater in the basement exploded. There is boiling water spraying everywhere and the building is losing heat.,Student Housing,High
4418,I'm having trouble with the online application for a student job.,Administration,Low
3766,pls provide general admin office hours,Administration,Low
8138,"system froze while uploading assignment, not sure if submitted",IT Support,Medium
7780,I smell natural gas in the hallway of the 2nd floor. It's getting stronger. We are evacuating.,Student Housing,High
5523,wifi dropped during final quiz submission,IT Support,High
7179,i was told i could graduate this year but my audit now says i'm 3 credits short. graduation is in 48 hours. pls help!!,Academic Office,High
3665,duplicate entries showing in application portal,Admissions,Medium
8150,The admissions portal is not letting me upload my final transcripts and the deadline is tonight at midnight or my offer is gone.,Admissions,High
8894,system timeout during submission before deadline,IT Support,High
5581,I noticed that the sidewalk near the student union is very icy and needs to be salted before someone falls.,Administration,Medium
1403,The shelf in my dorm bathroom is loose.,Student Housing,Low
5240,HELP!!!! I CANT FIND MY SYLLABUS AND THE FIRST CLASS STARTS IN 10 MINUTES!!!!!,Academic Office,Low
4237,My tuition payment portal is crashing every time I enter my details. The late fee of $200 applies in 3 hours.,Finance Office,High
262,I'm having a technical issue where my degree audit shows I have 0 credits. I have my unofficial transcript showing 120 credits. I need this fixed for my 2 PM interview.,Academic Office,High
3538,application page duplicates after refresh occasionally,Admissions,Medium
4243,I noticed a small error in my tuition bill for the summer term. I was charged for a lab fee for a class I didn't take.,Finance Office,Medium
2175,I noticed that someone has been using my university ID to access restricted areas after hours. I need this investigated now.,Administration,High
4840,file upload fails occasionally then succeeds,IT Support,Medium
6549,The student portal is allowing me to see other students' social security numbers when I click on my profile. This is a massive security breach.,IT Support,High
7096,how to install software on campus computer?,IT Support,Low
5993,tuition payment gateway down and due today,Finance Office,High
1108,There is a fire in the trash compactor of the South Dorm. The hallway is filling with thick black smoke.,Student Housing,High
6617,keycard stopped working and I cannot enter dorm building,Student Housing,High
3652,grant amount not updated in account summary,Finance Office,Medium
810,The fire alarm in the East Dorm is chirping and it's keeping everyone awake. I think the battery is low.,Student Housing,Medium
2795,I am having trouble connecting my phone to the university's wifi. It's giving me a 'failed to connect to network' message.,IT Support,Medium
869,I am an international student and my health insurance is showing as inactive in the portal. I really need to see a doctor today.,Administration,High
8917,I would like to know the hours for the campus bookstore during the summer break.,Administration,Low
1827,The student portal is down and I need to register for my final semester of classes before they fill up. Registration opened 5 minutes ago. Please help!,IT Support,High
1219,The university's payment gateway is returning a '404' error on the final day of registration. I cannot pay my fees and I am at risk of being dropped.,Finance Office,High
858,I noticed an error in my transcript. it says i failed a class that i actually got an A in. I need this fixed for my graduation check today.,Academic Office,High
4389,My final grade for MAT201 is showing as an 'F' but I have a signed letter from the professor saying I received a 'B+'. My graduation clearance depends on this.,Academic Office,High
2855,i was told i was accepted for the fall but i just got a 'rejection' email for the spring. i am very confused and need to know my status today.,Admissions,High
1208,hey idk how to use the scanner in the library can someone show me?,Library,Low
1828,How do I add a meal plan to my student ID card for the second semester?,Finance Office,Low
2418,hey can u tell me if the library has any extra copies of the textbook for bio 101? i need it for my homework tomorrow.,Library,Medium
871,Are there any quiet study areas in the library that are open on Sunday mornings?,Library,Low
6800,general info about admin support services,Administration,Low
2004,application verification taking longer than expected,Admissions,Medium
791,Exam registration page timing out.,Academic Office,Medium
2295,i just found out that my graduation application was never received and the final deadline was 24 hours ago.,Academic Office,High
5639,I found a credit card in the cafeteria. Where should I take it?,Administration,Low
6236,my application status says 'incomplete' even though i sent my transcripts via express mail three days ago. the deadline is tomorrow.,Admissions,High
6522,I'm interested in applying for a transfer from the community college. What credits will transfer to the business major?,Admissions,Low
1447,application progress bar not updating correctly,Admissions,Medium
2772,tuition payment shows pending even after transaction,Finance Office,Medium
285,can u tell me if the library has any copies of the book 'the odyssey' for my class tomorrow morning?,Library,Medium
4136,"The admissions website is not accepting my pdf upload for the letter of recommendation, and the deadline is in 2 hours.",Admissions,High
2052,The registrar's office lost my change of grade form and now I'm ineligible for the honors list for tomorrow's ceremony.,Academic Office,High
5461,I would like to request a new light bulb for my dorm room.,Student Housing,Low
6942,i have a question about my gpa calculation. does a 'w' count as a zero?,Academic Office,Low
2683,I would like to inquire about the requirements for the study abroad program in London for the next academic semester.,Academic Office,Low
97,I am an international student and my visa documentation is missing a required signature. I have my visa interview scheduled for today.,Admissions,High
752,I would like to request a new desk for my dorm room.,Student Housing,Low
1801,exam timetable not reflecting recent changes,Academic Office,Medium
7617,"I received an email stating that my application was withdrawn because of a missing transcript, but I sent it weeks ago. The final selection meeting is tomorrow.",Admissions,High
1417,PLEASE!! I am trying to book a campus tour for my parents next month but the website keeps freezing on the confirmation page!!,Admissions,Medium
8738,payment status not showing correctly after update,Finance Office,Medium
27,Is there an official university mascot costume available for student hire for a non-university birthday party?,Administration,Low
6029,"The group study room I booked in the library is occupied by people who didn't book it, and they are refusing to leave.",Library,Medium
7109,The system for submitting graduate school applications is down and the deadline is in four hours at midnight tonight.,Admissions,High
1764,my laptop keeps making a weird clicking noise but everything seems to be working okay for now.,IT Support,Medium
4801,do i need to bring my own stapler to the library or do u guys provide them?,Library,Low
3062,The lock on my dorm room window is broken and anyone could climb in from the fire escape. i need this fixed tonight. i am calm.,Student Housing,High
821,I would like to request a new desk for my dorm room. My current one is broken and unstable.,Student Housing,Low
8111,My roommate is playing music so loud I can't study. I tried talking to them but they won't stop. Can an RA help?,Student Housing,Medium
3002,The university drive is denying me permission to my own project folder. I have a 4 PM deadline today.,IT Support,High
3928,hi i lost my room key and i'm locked out. can u help?,Student Housing,High
6875,my account was locked after 3 failed tries but i have a final starting in 10 mins!!! pls unlock asap,IT Support,High
4947,i want to know if the library has any books that are over 500 years old available for viewing?,Library,Low
4509,Portal error preventing grade submission for my class.,Academic Office,High
3169,I AM LITERALLY SCREAMING BECAUSE I CANT FIND THE CAMPUS MAP ON THE MAIN PAGE PLS SEND IT NOW!!!!!!,Administration,Low
7000,cannot register for exam due to system failure,Academic Office,High
4395,I am an international student and my CPT endorsement is due at my new job today by 5 PM. The admissions office hasn't signed it yet.,Admissions,High
3489,there is a strange man standing outside my dorm window on the first floor. i am very calm but please send security now.,Student Housing,High
1412,I would like to request a copy of the university's policy on social media use.,Administration,Low
3468,i want to know if the library has a copy of the book 'the great gatsby'.,Library,Low
3544,i'm tryin to find the library's policy on borrowing books from other universities in the network.,Library,Medium
4954,dorm recycling bin location inquiry,Student Housing,Low
2732,portal error when i try to accept my admission offer and the window closes in 30 minutes. pls help asap.,Admissions,High
3091,I need help with my application for a student scholarship for students with disabilities.,Finance Office,Low
3241,my tuition was paid by my employer on monday but the student portal still shows an outstanding balance. can u check if it was recieved?,Finance Office,Medium
2944,someone is trying to force open my dorm room door right now. i am hiding in the bathroom please send help!!,Student Housing,High
3017,I noticed that my prerequisite for Calc II was not recognized by the system even though I passed Calc I last term.,Academic Office,Medium
4867,keycard stopped working cannot enter dorm building,Student Housing,High
4259,I need to talk to someone about my financial aid. I think I was awarded the wrong amount of scholarship money.,Finance Office,Medium
3626,OMGGGGG I THINK I DELETED MY ADMISSIONS ESSAY AND THE PORTAL IS CLOSED HELP ME RECOVER IT NOW!!!!!,Admissions,Medium
916,i'm havign trouble with the library database login it keeps sayign my password is wrong even though i just reset it.,IT Support,Medium
3919,I noticed a discrepancy between my unofficial transcript and the grades I received in my classes this semester.,Academic Office,Medium
179,i'm tryin to figure out how to get a student discount for the local bus pass. do i need a form from u guys?,Finance Office,Low
3309,I was overcharged for my meal plan this month and I need the $200 back so I can pay my rent.,Finance Office,High
2652,I would like to request a change of meal plan because of my new dietary restrictions.,Student Housing,Medium
888,minor typo in issued certificate,Administration,Medium
1364,the professor for my final exam didn't show up and the portal is locked. we need a proctor immediately or we fail the course.,Academic Office,High
1736,i can't find my syllabus for my english class on canvas. can someone help me?,IT Support,Low
1159,The system for processing scholarship renewals is returning a database error on the final day of the application cycle. i need help.,Finance Office,High
767,system logs me out randomly,IT Support,Medium
2027,I need help with my application for a student fellowship.,Academic Office,Low
4026,i paid for my graduation regalia online but the confirmation page showed the wrong gown size. how can i correct the order?,Administration,Medium
2592,transcript mistake preventing graduation clearance today,Administration,High
2308,I would like to request a copy of the official university student handbook.,Administration,Low
2136,The university vpn is not working and i have a deadline for my programming assignment in three hours. i have tried restarting my machine.,IT Support,High
4790,academic office elective course registration info pending,Academic Office,Medium
2872,ID replacement request pending too long,Administration,Medium
828,I would like to inquire about the university's policy for student travel grants.,Administration,Low
3435,academic office event schedule inquiry,Academic Office,Low
2270,"There is a massive error in my financial aid package. It's missing the $5,000 grant I was promised and the payment is due in 24 hours.",Finance Office,High
4257,I noticed that the light in the library stairwell is out and it's very dark. I'm worried about someone getting hurt.,Library,Medium
4502,i just found out that one of the classes i'm enrolled in is canceled. how do i pick a new one today?,Academic Office,High
6207,I noticed that the vending machine in the student union is out of bottled water. Can someone please refill it for us later today?,Administration,Low
3686,Exam registration portal not working.,Academic Office,High
8919,course schedule conflict info request,Academic Office,Medium
7129,wifi connection drops at random intervals,IT Support,Medium
4424,i need a copy of the university's mission statement for my project. where is that located?,Admissions,Low
6119,I need an official letter stating my current GPA for a competitive internship. Can this be processed by Wednesday?,Administration,Medium
2734,The sink faucet in my dorm is leaking.,Student Housing,Medium
6506,i'm tryin to find the library's policy on borrowing books from other universities in the state network. is it free?,Library,Medium
2605,grade submission portal error before tonight deadline,Academic Office,High
243,Someone in my dorm is using my laundry detergent without permission. can someone please tell them to stop?,Student Housing,Low
842,application status not updated after a week,Admissions,Medium
1074,confirmation letter needed for visa,Administration,Low
2689,no confirmation email after applying,Admissions,Medium
5303,i received a 'Tuition Past Due' notice for a semester i didn't even attend. it's blocking my current registration.,Finance Office,High
644,The university's system for processing medical health forms for athletes is down and i am barred from practice starting in 2 hours.,Admissions,High
7556,the heater in my room is making a very loud clicking sound and i haven't been able to sleep. can maintenance check it this week?,Student Housing,Medium
6636,OMGGG PLEAASE HELP ME!!! I left my favorite water bottle in the library study room 3B like 20 mins ago and i need it back ASAP it was a gift!!!!,Library,Low
1459,i'm tryin to find out how to get a student discount for the local bus pass. do i need a form from u guys?,Administration,Low
4494,I am unable to submit my housing application and the selection window for my group closes in 90 minutes. I have tried three browsers.,Student Housing,High
4315,How do I apply for a parking permit for the next academic year?,Administration,Low
7353,library digital resource access help,Library,Low
7292,I am unable to see my financial aid offer for next year even though I submitted my FAFSA on time.,Finance Office,Medium
4139,minor typo in my name on document,Administration,Medium
1693,i'm tryin to find out if u guys have the book 'modern sociology' in stock? i checked the shelf but it was empty lol.,Library,Medium
1468,library suggestion for new book acquisitions,Library,Low
7779,the vpn is down and i need to access the lab database for my chemistry project which is due tomorrow morning at 8am.,IT Support,High
7239,I noticed that the library website is very slow today. It's taking several minutes to return any results from the catalog.,Library,Medium
3940,"hi, i recievd my student id but the photo is totally stretched out. it doesn't look like me at all. can i get a new one?",Administration,Medium
3697,tuition payment confirmation request,Finance Office,Medium
5729,I need help with my application for a student grant for international research.,Academic Office,Low
959,idk how to find my student id number. i need it to log into the housing portal for my check-in. thx.,IT Support,Low
3961,The student portal keeps crashing every time I try to click the 'Pay Now' button for my tuition. The deadline is tonight at midnight.,IT Support,High
2767,I CANT FIND THE LINK TO THE VIRTUAL TOUR AND I PROMISED MY MOM WE WOULD WATCH IT!!!!!!!,Admissions,Low
7033,I need help with my application for a student grant for research in the humanities and social sciences.,Academic Office,Low
1450,"I received an email stating that my graduation fee was not paid, but I have the receipt. I need this cleared today to walk in the ceremony tomorrow.",Finance Office,High
7639,I noticed that the light in the library stairwell is flickering and it's making me feel a bit dizzy and nauseous.,Library,Low
5422,"MFA code missing, can't login.",IT Support,High
1998,the radiator in my room is leaking hot oil. i need someone to shut it off before it ruins my computer.,Student Housing,High
1948,The student portal is down and I need to pay my graduation fee by 5 PM today.,IT Support,High
7566,the main power in the dormitory east wing just failed. multiple students are currently trapped in the lift. i am calm.,Student Housing,High
6074,i just saw someone trying to pick the lock on the bike rack outside the student center. they ran away when they saw me but we should check the cameras.,Administration,Medium
2434,exam room location not listed yet,Academic Office,Medium
5428,URGENT!!!!! I NEED TO PAY MY TUITION RIGHT NOW BUT THE WEBSITE IS DOWN AND THE DEADLINE IS IN 10 MINUTES!!!!!,Finance Office,High
5128,How do I sign up for the inter-library loan service for books from other universities?,Library,Low
6497,I would like to request a physical copy of the official university calendar for the next academic year.,Administration,Low
7708,The university's main website is showing a 'Defaced' message. All student portals are inaccessible on the first day of finals.,IT Support,High
788,Refund stuck in tuition portal.,Finance Office,High
8570,my financial aid package just disappeared from the portal and my bill is due in 24 hours. i cant afford $15k out of pocket!!,Finance Office,High
8776,"Dear Admin, I need a certificate of enrollment for my visa application. My appointment is tomorrow morning, so I would appreciate it if this could be processed today.",Administration,High
